SCORE,SaleEnds,description,SaleStarted,LowestPrice,Image,MainStory,platform,URL,Trailer,PercentOff,Completionist,genre,PlusPrice,MexPrice,OpenCriticURL,Title,ESRBRating,Publisher,ReleaseDate,Slug,NumberofPlayers,IsPS5,Price,MainExtra,SalePrice,IsPS4
69,1990-01-01,"[The product entitles you to download both the digital PS4™ version and the digital PS5™ version of this game.] Experience the upgraded version of Man of Medan, now available on PS5™ and updated on PS4™. New to this upgrade: difficulty settings & QTE warnings, improved UI & interactions, updated bearing’s art & event triggers, increased walk speeds and wider accessibility options including subtitle sizing. Discover an extended playable chapter “Flooded”, introducing new deaths in this climatic ending to the game! The Dark Pictures Anthology is a series of stand-alone, cinematic horror games. In Man of Medan, five friends set sail on a holiday diving trip. As a storm rolls in, and the day unfolds their trip soon changes into something much more sinister. A terrifying new experience! Embark on a horrific journey aboard a ghost ship. All playable characters can live or die and the choices you make will shape your version of the story and determine their fate. What will you do to survive? Who will you save? DON'T PLAY ALONE! The Curator's Cut The Curator's cut features new scenes playable from the other characters' perspective with brand new choices and decisions to make. The Curator's cut is only available once you have completed the main story. [If you already own the PS4™ version of this game, you can get the PS5™ digital version at no extra cost and you do not need to purchase this product. Owners of a PS4™ disc copy must insert it into the PS5™ every time they want to download or play the PS5™ digital version. PS4™ game disc owners who buy the PS5™ Digital Edition disc-free console will not be able to get the PS5™ version at no extra cost.]",1989-12-17,,https://image.api.playstation.com/vulcan/ap/rnd/202209/0917/tenLIZuyXzdV39uSSF9XQCzK.png?w=200,,Playstation,https://store.playstation.com/en-tr/product/EP0700-PPSA06488_00-SMGDARKPICTURESA,https://www.youtube.com/watch?v=mP94heB2fhs,50%,,"Adventure, Horror",99.5,https://image.api.playstation.com/vulcan/ap/rnd/202209/0917/tenLIZuyXzdV39uSSF9XQCzK.png,https://www.metacritic.com/game/the-dark-pictures-anthology-man-of-medan/critic-reviews/?platform=playstation-4,The Dark Pictures Anthology: Man of Medan PS4 & PS5,TRD,BANDAI NAMCO ENTERTAINMENT EUROPE,2022-09-27,the-dark-pictures-anthology-man-of-medan-ps4--ps5-ps4&ps5-tr,https://shope.ee/1qAryQMTSP,1,199,,99.5,1
69,2023-11-01,"Previous special offer price valid from 13-09-2023 to 27-09-2023 was (£12.49 / €14.99 / AU $N/A / BGN 29.45 / CZK 399.5 / DKK 109.5 / HUF 5295 / NZ $N/A / NOK 149.5 / PLN 67 / SEK 159.5 / USD $16.99 / ZAR 269.5 / HRK 109.99 / INR 1248 / TRY 149.5 / ILS 59.5) Watch as this nostalgic yet completely reimagined storybook world unravels before your very eyes. Taking cues from both Ghosts 'n Goblins and Ghouls 'n Ghosts and giving birth to something entirely new, Resurrection is a title worthy of its name. Don't be fooled—this picturesque storybook world, while gorgeous, is a love-letter to the original titles and maintains the same punishing gameplay that fans have come to expect. So go on and test your mettle, for the gauntlet has been thrown! Story A long time ago... In a far off land our tale begins, its beauty matched by none. The knight, Arthur, and the princess there, bathed in midday sun. ...but suddenly something's amiss, the town is up in flames, a cloud of darkness does emerge, the palace it does claim. The shadow then extends its reach, to the Umbral Tree divine. Its color fades, its vigor drained by powers most malign. And with this chaos wrought, the Demon Lord plays his vile hand. While Arthur's back is turned, the princess he kidnaps as planned. In haste does Arthur don his armor, to save his maiden fair. To the Demon Realm he does depart, so demons best beware. Gameplay Just like its predecessors, Ghosts 'n Goblins Resurrection makes use of simple controls that anyone can enjoy. Use them to your advantage as you fight your way through weird and spooky stages filled with unique enemies in this enchanting world brought to life with modern technology and game design philosophy! Ghosts 'n Goblins is, well, hard. Its unyielding difficulty has been a defining characteristic of the series, and Resurrection pays respect to that legacy. You'll die, and you'll die again, but you'll dust yourself off and get better with every attempt as you learn more about your foes and further craft your strategy. You'll struggle, but you'll also bask in glory once you do eventually emerge victorious. That is Ghosts 'n Goblins. In Resurrection, Arthur can obtain 8 types of weapons, each with its own unique characteristics. Fell your foes with old favorites such as the Lance and the Dagger, shoot shockwaves with the Hammer to launch enemies, or send a Spiked Ball crashing along the ground to bowl them over instead! Use these—and more—to your advantage as you form your plan to progress through the Demon Realm! In addition to his large arsenal of weapons, Arthur can also learn a magnitude of magic and skills. Use Thunderstorm to unleash a hailstorm of bolts in four directions, or learn Kitted Out to increase Arthur's inventory space and carry more weapons. With tons more available, be sure to make room for magic and skills in your strategy! Make full use of Arthur's weapons, magic, and skills as you brave the ordeals of the Demon Realm to bring the princess home safely. Muster every ounce of grit you possess; you're going to need it! On top of single player mode, which focuses on the fun of hunkering down and overcoming challenges alone, Arthur can be aided in his quest by support characters, the Three Wise Guys. This gameplay style makes for an intense two player co-op experience—a first for the series. Connect two controllers to play with a friend, side by side. Note: Local co-op only. Online play is not supported. Experience the sweaty palms and white-knuckles that come with single player mode, or share the fun with your friends in a party game-like co-op experience!",2023-10-17,/game/87808,https://image.api.playstation.com/vulcan/ap/rnd/202104/0208/eG96ezbEvWZlakXpMKYJZrUY.png?w=200,6,Playstation,https://store.playstation.com/en-tr/product/EP0102-CUSA24163_00-MAKAIRE000000001,https://www.youtube.com/watch?v=F177-VTSGSM,67%,10,Action,98.67,https://image.api.playstation.com/vulcan/ap/rnd/202104/0208/eG96ezbEvWZlakXpMKYJZrUY.png,https://www.metacritic.com/game/ghosts-n-goblins-resurrection/critic-reviews/?platform=playstation-4,Ghosts 'n Goblins Resurrection,TRD,CE EUROPE LIMITED,2021-05-31,ghosts-n-goblins-resurrection-ps4-tr,https://shope.ee/AUSqJ3pRYX,0,299,6,98.67,1
69,2023-11-01,"Trouble is brewing at the Hagmore School of Witchcraft, and only freshman witch-in-training Belle MacFae can put things right. As Belle, you must seek out the three crucial ingredients of the Walpurgisnacht Brew, which means investigating the school's colorful 2D landscapes in a quest that combines elements of nonlinear, exploration-based action-platformers and classic object-oriented adventures. As you traverse the labyrinthine school's catacombs, laboratories, dungeons, and forests, you'll use everything from a sledgehammer to a fish head to solve numerous puzzles. And when you aren't testing your grey matter, you'll put your wand to use against a variety of impressively animated enemies, including spooky spiders, pesky plants, and rambunctious rodents. Can your mind and magic overcome the myriad mysteries, or will this quest spell defeat for the unfortunate Belle?",2023-10-17,/game/26554,https://image.api.playstation.com/cdn/EP8916/CUSA09989_00/pv3oQ0zKv66AinPYXy9Yi96bidb0p0wy.png?w=200,3,Playstation,https://store.playstation.com/en-tr/product/EP8916-CUSA09989_00-MYSTIKBELLEWFPB1,https://www.youtube.com/watch?v=7oapbE2EWVc,50%,5,"Action, Adventure, Action",164.5,https://image.api.playstation.com/cdn/EP8916/CUSA09989_00/pv3oQ0zKv66AinPYXy9Yi96bidb0p0wy.png,https://www.metacritic.com/game/mystik-belle/critic-reviews/?platform=playstation-4,Mystik Belle,TRD,"WayForward Technologies, Inc.",2017-10-02,mystik-belle-ps4-tr,https://shope.ee/5ph0lhcVcm,0,329,4,164.5,1
69,2023-11-01,"Previous special offer price valid from 13-09-2023 to 27-09-2023 was (£7.99 / €9.99 / AU $14.97 / BGN 19.95 / CZK 274.5 / DKK 74.5 / HUF 2995 / NZ $15.97 / NOK 96 / PLN 42 / SEK 99.5 / USD $12.49 / ZAR 159.5 / HRK 74.99 / INR 832 / TRY 44.5 / ILS 42) One of the most popular Resident Evil titles comes to PlayStation®4 in full 1080p HD with an increased frame rate. Featuring single-player and co-op modes and a dramatic storyline, this fully-loaded release includes all previously released DLC (Lost in Nightmares and Desperate Escape story expansions, Versus mode, extra figures and 4 costumes), No Mercy mode, as well as the new mode “The Mercenaries United” which combines the two fan-favourite modes, The Mercenaries and The Mercenaries Reunion for an even more intense experience.",2023-10-17,/game/7722,https://image.api.playstation.com/cdn/EP0102/CUSA04284_00/4EzkQucLAvozdqZPCdtGXQxyBKHCHQo4.png?w=200,12,Playstation,https://store.playstation.com/en-tr/product/EP0102-CUSA04284_00-RE5HDPS400000000,,50%,34,"Action, Horror",44.5,https://image.api.playstation.com/cdn/EP0102/CUSA04284_00/4EzkQucLAvozdqZPCdtGXQxyBKHCHQo4.png,https://www.metacritic.com/game/resident-evil-5/critic-reviews/?platform=playstation-4,RESIDENT EVIL 5,TRD,CE EUROPE LIMITED,2016-06-27,resident-evil-5-ps4-tr,https://shope.ee/AUSqKRyhX8,0,89,16,44.5,1
69,2023-11-01,"The mysterious Mechanist has unleashed a horde of evil robots into the Commonwealth, including the devious Robobrain. Hunt them down and harvest their parts to build and mod your own custom robot companions. Choose from hundreds of mods mixing limbs, armor, abilities, and weapons. Even customize their paint schemes and choose their voices! For characters level 15 or higher.",2023-10-17,,https://image.api.playstation.com/cdn/EP1003/CUSA02961_00/ovXpOC3XmOnHlTjXGe5Tx4L2xaAk49IS.png?w=200,,Playstation,https://store.playstation.com/en-tr/product/EP1003-CUSA02961_00-FALLOUT4DLC00001,https://www.youtube.com/watch?v=aMY0IETkDrU,60%,,Role-Playing,71.6,https://image.api.playstation.com/cdn/EP1003/CUSA02961_00/ovXpOC3XmOnHlTjXGe5Tx4L2xaAk49IS.png,https://www.metacritic.com/game/fallout-4-automatron/critic-reviews/?platform=playstation-4,Fallout 4: Automatron,TRD,Bethesda,2016-03-21,fallout-4-automatron-ps4-tr,https://shope.ee/9zWZjaq3HO,0,179,,71.6,1
68,2023-11-01,"Iria, a girl from the small town of Antumbria, receives a VHS tape from her father asking for help. From this message, Iria will dive into her memories, where she will have to use her father's old video camera to explore her memory and discover her family's dark secrets. Will she be able to find the truth hidden behind the lens of the camera? A SPECIAL CAMERA In the memories of her past, Iria will be able to use her video camera to affect any objects she encounters, moving them backwards, forwards or pausing them in time. EXPLORE IRIA’S MEMORIES Find out what happened to Iria's father, a famous horror film director, and what events led up to his tragic disappearance. UNVEIL THE PAST Set in a small town in Spain, the story of Iria and her family is linked to Galician society in the 1990s, as well as to horror cinema and the influence it had on Iria.",2023-10-17,/game/106830,https://image.api.playstation.com/vulcan/ap/rnd/202203/0315/LS62BfCkMVM61zNmIM1FyW0t.png?w=200,3,Playstation,https://store.playstation.com/en-tr/product/EP0811-PPSA08390_00-6694905533248743,,60%,0,"Adventure, Horror",104.7,https://image.api.playstation.com/vulcan/ap/rnd/202203/0315/LS62BfCkMVM61zNmIM1FyW0t.png,https://www.metacritic.com/game/tape-unveil-the-memories/critic-reviews/?platform=playstation-4,TAPE: Unveil the Memories,TRD,GAMMERA NEST SL,2022-10-20,tape-unveil-the-memories-ps4&ps5-tr,https://shope.ee/2fjyxv2eFU,1,349,0,139.6,1
68,2023-11-01,"“Stories Untold” is a narrative-driven experimental adventure game, that bends the genre into something completely unique. Combining a mix of classic text-adventure, point-and-click and more, 4 short stories are packaged together into a single mysterious anthology that has been described as “a fantastic, fascinating example of interactive visual storytelling” (Telegraph 5/5) and earning widespread critical acclaim since release. The game pulls together 80s retro nostalgia, innovative and experimental genre-defying gameplay, and tense, phycological horror to create “one of the most fascinating and unique tales you can play this year” (GameSpew 9/10). “Stories Untold” was developed by No Code, a Glasgow based ex-AAA development team headed up by Jon McKellan (Alien: Isolation) and Omar Khan. Features: - Four unique stories, with their own settings, gameplay and mechanics. - Play mind-bending text adventures, process radio transmissions and conduct experiments on bizarre artifacts. - Gorgeous retro-aesthetic brings back vivid memories, or a glimpse into what was. - Sublime synth-wave horror soundtrack, inspired by 80s horror soundtracks. - Genre-hopping: from psychological horror, to tense mystery and terrifying sci-fi; Stories Untold is truly “4 stories, 1 nightmare”.",2023-10-17,/game/43847,https://image.api.playstation.com/vulcan/img/rnd/202010/2815/BN3c5PyWJJxA3oZXlzAojSb2.png?w=200,2,Playstation,https://store.playstation.com/en-tr/product/EP3643-CUSA17338_00-STORIESUNTOLDEU0,https://www.youtube.com/watch?v=svC0H_eakUA,80%,3,"Adventure, Horror, Adventure",35.8,https://image.api.playstation.com/vulcan/img/rnd/202010/2815/BN3c5PyWJJxA3oZXlzAojSb2.png,https://www.metacritic.com/game/stories-untold/critic-reviews/?platform=playstation-4,Stories Untold,TRD,Devolver Digital,2020-10-27,stories-untold-ps4-tr,https://shope.ee/AK9Q7ASNNq,0,179,3,35.8,1
68,2023-11-01,"From Tripwire Interactive, makers of Killing Floor 2, comes a story-driven adventure made specifically for VR. Explore this detailed and immersive world while fighting for your life with pistols, shotguns, axes, and even dismembered enemy limbs. Travel through diverse environments, from creepy farmhouses to mysterious catacombs, to uncover who or what is behind the Zed menace. Key Features Narrative Campaign: Experience a full story-driven campaign as you uncover Horzine's true intentions. Co-Op Play: Play co-op with a friend in Story and Holdout modes. Holdout Game Mode: See how long you can survive the endless and increasingly tough Zed hordes. Terrifying Enemies: From crawling, shambling zeds to massive terrifying bosses battle a diverse set of enemies. Weapon Variety: Chop, slash, shoot and blast zeds away! Fight how you want by using a mix of single and two-handed weapons. PlayStation®VR *Exclusive Map: Test your mettle in the all-new Holdout Mode map, Crucible. *Time-limited",2023-10-17,/game/50143,https://image.api.playstation.com/cdn/EP0114/CUSA11274_00/H7Rbbkslz7a9rJdRZbbP68T3tebc0k9i.png?w=200,3,Playstation,https://store.playstation.com/en-tr/product/EP0114-CUSA11274_00-EUKILLINGFLRPSVR,https://www.youtube.com/watch?v=cLLVFm4QzdY,70%,0,"Action, Horror, Shooter",43.2,https://image.api.playstation.com/cdn/EP0114/CUSA11274_00/H7Rbbkslz7a9rJdRZbbP68T3tebc0k9i.png,https://www.metacritic.com/game/killing-floor-incursion/critic-reviews/?platform=playstation-4,Killing Floor: Incursion,TRD,"TRIPWIRE INTERACTIVE, LLC",2018-04-30,killing-floor-incursion-ps4-tr,https://shope.ee/6zsy9kjMLy,0,144,5,43.2,1
67,2023-11-01,"A rogue-lite twin-stick shooter/brawler that never plays the same twice. Collect and control 60 different characters as the body-snatching alien Parasite with a grudge against humanity. Fight to the top of the food chain: possess the President, push the Big Red Button and one-up the human race. 1-2 players 2GB minimum save size DUALSHOCK®4 Vibration Function HD Video Output 720p,1080i,1080p Download of this product is subject to the PlayStation Network Terms of Service and our Software Usage Terms plus any specific additional conditions applying to this product. If you do not wish to accept these terms, do not download this product. See Terms of Service for more important information. One-time licence fee to download to multiple PS4 systems. Sign in to PlayStation Network is not required to use this on your primary PS4, but is required for use on other PS4 systems. See Health Warnings for important health information before using this product. Library programs ©Sony Interactive Entertainment Inc. exclusively licensed to Sony Interactive Entertainment Europe. Software Usage Terms apply, See eu.playstation.com/legal for full usage rights. Copyright © 2017-2020 Troglobytes Games, S.L.",2023-10-17,/game/66472,https://image.api.playstation.com/vulcan/img/cfn/11307BgmjWnviQOXUmpZhGWrAWgVYCLjtObZ91H5iCieRUqsQ-_-YvrfQQXEen7tNsJC3IUdeHJbJqbWPwfnH33LlYM7DQyC.png?w=200,22,Playstation,https://store.playstation.com/en-tr/product/EP1935-CUSA18306_00-HYPERPARASITEAEU,https://www.youtube.com/watch?v=4lbIJe5RjUY,90%,0,"Action, Arcade",26.9,https://image.api.playstation.com/vulcan/img/cfn/11307BgmjWnviQOXUmpZhGWrAWgVYCLjtObZ91H5iCieRUqsQ-_-YvrfQQXEen7tNsJC3IUdeHJbJqbWPwfnH33LlYM7DQyC.png,https://www.metacritic.com/game/hyperparasite/critic-reviews/?platform=playstation-4,HyperParasite,TRD,"TROGLOBYTES GAMES, S.L.",2020-04-03,hyperparasite-ps4-tr,https://shope.ee/8pKcKe1hK4,0,269,0,26.9,1
67,2023-11-01,"Relive the original adventure on PlayStation®4. The beloved fan-favourite has been completely remade from the grave up, blending classic gameplay with stunning visuals, all in eye-popping 4K. Step into the bones of Sir Daniel Fortesque, a slightly inept (and long dead) knight accidentally resurrected by his enemy, the evil sorcerer Zarok. With a second chance to foil his greatest foe, Dan will once again set out to save the kingdom of Gallowmere and earn his place as a true hero.",2023-10-17,/game/5796,https://image.api.playstation.com/vulcan/img/cfn/11307Wm1JA9ApMArVhceTfFj0uYCsQj_rAHLUJA2Ku_rDY2sjiHAfntFA57HQqRBO7M6UPoVMfF2pbEUiA_AMefq5M4YSl4O.jpg?w=200,6,Playstation,https://store.playstation.com/en-tr/product/EP9000-CUSA12982_00-MEDIEVILHD000001,https://www.youtube.com/watch?v=GMSI7nS2z-g,50%,7,"Action, Adventure",0,https://image.api.playstation.com/vulcan/img/cfn/11307Wm1JA9ApMArVhceTfFj0uYCsQj_rAHLUJA2Ku_rDY2sjiHAfntFA57HQqRBO7M6UPoVMfF2pbEUiA_AMefq5M4YSl4O.jpg,https://www.metacritic.com/game/medievil/critic-reviews/?platform=playstation-4,MediEvil,TRD,Sony Interactive Entertainment Europe,2019-10-24,medievil-ps4-tr,https://shope.ee/6AJr9s8Tqr,0,549,7,274.5,1
67,2023-11-01,"An asteroid has annihilated 80% of the earth’s population, and humanity’s numbers are dwindling. Ruthless and bloodthirsty gangs roam the open roads and the tyrannical Authority seek to rule with an iron fist. As Walker, the last Ranger of the wasteland and a threat to their power, you have been robbed of your home and left for dead. Now you’ll have to rage for justice and freedom. With ludicrous vehicle combat, super-powered first-person mayhem, and an open world full of emergent madness, you will tear across an unforgiving wasteland battling sadistic gangs to find the tools and tech needed to crush the oppressive rule of The Authority once and for all.",2023-10-17,/game/58031,https://image.api.playstation.com/vulcan/ap/rnd/202009/2821/2cFU41hKxJoToqGlcnJof7G9.png?w=200,10,Playstation,https://store.playstation.com/en-tr/product/EP1003-CUSA10300_00-RAGE02FULLGAME00,https://www.youtube.com/watch?v=M7eXH25_KC0,75%,31,"Action, Shooter",0,https://image.api.playstation.com/vulcan/ap/rnd/202009/2821/2cFU41hKxJoToqGlcnJof7G9.png,https://www.metacritic.com/game/rage-2/critic-reviews/?platform=playstation-4,RAGE 2,TRD,Bethesda,2019-05-13,rage-2-ps4-tr,https://shope.ee/7zlVLNKCQK,0,349,18,87.25,1
66,2023-11-01,"This product entitles you to download both the digital PS4™ version and the digital PS5™ version of this game. Cross-generational party functionality is planned as a future addition Return to the ultimate medieval battlefield. Chivalry 2 is a multiplayer first person slasher inspired by epic medieval movie battles. Players are thrust into the action of every iconic moment of the era - from clashing swords, to storms of flaming arrows, to sprawling castle sieges and more. Storm into battle with cross-play on all platforms! - Charge headfirst into stunning 64-Player cinematic battles inspired by epic medieval action films - Experience large-scale conflicts in sprawling medieval environments ranging from Tournament grounds to full-scale castle sieges - Pick your playstyle with 4 classes and 12 subclasses, each with their own unique weapons and abilities and much more! Fully Forged for PlayStation 5 Made to take full advantage of the PS5 hardware, Chivalry 2’s 64-player medieval madness runs in a glorious 4K at 60 FPS with beautifully rendered details, immersive haptic feedback, and other significant improvements made possible on PlayStation 5. Chivalry 2 also supports cross-generational upgrades from current gen versions when you upgrade to a PlayStation 5 system.",2023-10-17,,https://image.api.playstation.com/vulcan/ap/rnd/202304/2020/df723bd86faa913045149a18706b385c0e86f8d2e176e029.png?w=200,,Playstation,https://store.playstation.com/en-tr/product/EP0114-PPSA02184_00-6997552349846199,https://www.youtube.com/watch?v=ESPXnkkx1rA,60%,,"Fighting, Action",159.6,https://image.api.playstation.com/vulcan/ap/rnd/202304/2020/df723bd86faa913045149a18706b385c0e86f8d2e176e029.png,https://www.metacritic.com/game/chivalry-2/critic-reviews/?platform=playstation-4,Chivalry 2 PS4 & PS5,TRD,"TRIPWIRE INTERACTIVE, LLC",2021-06-07,chivalry-2-ps4--ps5-ps4&ps5-tr,https://shope.ee/2L78a2Xzzn,1,399,,159.6,1
66,2023-11-01,"The beloved and critically acclaimed Ghostbusters video game is back! Authentic Ghostbusters Experience - The game features the voices and in-game likenesses of Bill Murray, Dan Aykroyd, Harold Ramis, and Ernie Hudson in an original story penned by the writers of the original films - Dan Aykroyd and Harold Ramis. Unique Gameplay - Experience unique ghost hunting, wrangling and trapping with upgradeable weapons in widely destructible environments. Test the team's mettle with large scale boss fights. Storyline Campaign - Play through a unique storyline as the player battles and captures ghosts - both well-loved and brand new - throughout New York.",2023-10-17,,https://image.api.playstation.com/vulcan/img/cfn/11307gsuIiyRjY6Z2PWJesl1un_w5CjUMWnpmjgpHYMKuSJkl0Jbq3sSljyOPxxZC7jVbsyIqm27Lym1ZciSzsz3_X8Jz1EU.png?w=200,,Playstation,https://store.playstation.com/en-tr/product/EP2609-CUSA15558_00-GHOSTBUSTERSEU19,https://www.youtube.com/watch?v=WPwJ2Hmxa0I,60%,,"Action, Adventure, Shooter",0,https://image.api.playstation.com/vulcan/img/cfn/11307gsuIiyRjY6Z2PWJesl1un_w5CjUMWnpmjgpHYMKuSJkl0Jbq3sSljyOPxxZC7jVbsyIqm27Lym1ZciSzsz3_X8Jz1EU.png,https://www.metacritic.com/game/ghostbusters-the-video-game-remastered/critic-reviews/?platform=playstation-4,Ghostbusters: The Video Game Remastered,TRD,MAD DOG GAMES LLC,2019-10-03,ghostbusters-the-video-game-remastered-ps4-tr,https://shope.ee/9zWZiwX0oD,0,549,,219.6,1
65,2023-11-01,"White Shadows is a cinematic puzzle-platformer where you play as a little Ravengirl trying to escape a brutal dystopia founded on oppression and violence that puts her at the bottom of its hierarchical social ladder. Composed of a vast network of towers rising from the void of post-catastrophe darkness into the sky above, the city our young adventurer seeks to escape is a dangerous place to be. She will have to find ways to avoid the teeth of machinery primed to grind her into dust, leap across rickety infrastructure that bridges the cavernous darkness all around and avoid the watchful eyes of guards ready to gun her down. She will travel to the city’s brightest highs and delve to its darkest depths on her journey, discovering her destiny among the last free people alive. White Shadows’ striking architectural forms and stunning monochrome art style combine to create a place steeped in atmosphere. It’s a world where the lies of the elite are plastered across its walls, where twisted forms of entertainment are used to keep everyone in their place, and where hope seems in short supply. Features: A visually stunning and narratively rich dystopian setting with a distinctive art style Varied puzzle platforming with unique scenarios that keep things fresh An exciting personal story combined with social critique A simple and intuitive control scheme",2023-10-17,/game/82660,https://image.api.playstation.com/vulcan/ap/rnd/202111/1914/Rro7g1yPLjfqptix5gT2qIO9.png?w=200,2,Playstation,https://store.playstation.com/en-tr/product/EP0822-PPSA05047_00-WHITESHADOWS00EU,https://www.youtube.com/watch?v=N-0pRj9-dVI,60%,3,"Action, Puzzle",143.6,https://image.api.playstation.com/vulcan/ap/rnd/202111/1914/Rro7g1yPLjfqptix5gT2qIO9.png,https://www.metacritic.com/game/white-shadows/critic-reviews/?platform=playstation-5,White Shadows,TRD,Thunderful Publishing AB,2021-12-07,white-shadows-ps5-tr,https://shope.ee/5Kkk9EzSHQ,1,359,3,143.6,0
65,2023-11-01,"Play Skelattack and save the Underworld in this fun and unique action platformer! Being dead is not so bad when you have the Underworld to live in. A magical world inhabited by quirky, charming and sometimes deadly inhabitants of the afterlife, the Aftervale is where the dead spend eternity and come to terms with their time alive through a Remembrance. For our hero Skully, Remembrance day comes crashing down as humans invade from the kingdom above. They kidnap the Aftervale's elder skeleton Elzedon then go after the very magic that kindles the spirits of the dead, the Blue Flame. Jump, slash and flap your way through the Underworld together with your best bat friend Imber! It's up to you to stop the human invasion, save the Elder, protect the Blue Flame and confront Skully's past life. This product supports the following languages: English",2023-10-17,/game/79031,https://image.api.playstation.com/vulcan/img/rnd/202010/1515/p4FdhQa6fNa4uWNrAPYam1Rl.png?w=200,4,Playstation,https://store.playstation.com/en-tr/product/EP0101-CUSA17793_00-SKELATTACK201719,https://www.youtube.com/watch?v=Vp_KrWEiayg,75%,4,"Action, Adventure, Action",53.85,https://image.api.playstation.com/vulcan/img/rnd/202010/1515/p4FdhQa6fNa4uWNrAPYam1Rl.png,https://www.metacritic.com/game/skelattack/critic-reviews/?platform=playstation-4,Skelattack,TRD,Konami,2020-06-01,skelattack-ps4-tr,https://shope.ee/9etjK7vCSW,0,359,4,89.75,1
65,2023-11-01,"It’s 1996. A young boy disappears in the Black Hills Forest near Burkittsville, Maryland. As Ellis, a former police officer with a troubled past, you join the search. What starts as an ordinary investigation soon turns into an endless nightmare as you confront your fears and the Blair Witch, a mysterious force that haunts the woods… A STORY OF THE HUMAN DESCENT INTO DARKNESS From the creative minds behind the critically acclaimed Layers of Fear, experience first-hand the toll that fear can take on the mind in an original story inspired by the cinematic lore of Blair Witch. FIND THE WAY THROUGH THE HAUNTED WOODS With just your loyal dog Bullet by your side, navigate your way through a cursed forest that warps and distorts both time and space. YOUR SANITY AGAINST HER CURSE Stand against the horrors of the Blair Witch and the decaying sanity of a man burdened by his past.",2023-10-17,/game/68319,https://image.api.playstation.com/vulcan/img/cfn/11307HGz7DEa_zxqQpYpuxzo1Zaw9iAe8qkYdTSUMUXcbVzsJ5qMQMWkGfFR0cRrA9WYXJcU5f8uXNYsJ0qVluHAnuMtg07P.png?w=200,5,Playstation,https://store.playstation.com/en-tr/product/EP8162-CUSA18085_00-BLAIRWITCHEU0000,https://www.youtube.com/watch?v=RhaDPDf-xsM,80%,8,"Horror, Action, Adventure",51.8,https://image.api.playstation.com/vulcan/img/cfn/11307HGz7DEa_zxqQpYpuxzo1Zaw9iAe8qkYdTSUMUXcbVzsJ5qMQMWkGfFR0cRrA9WYXJcU5f8uXNYsJ0qVluHAnuMtg07P.png,https://www.metacritic.com/game/blair-witch/critic-reviews/?platform=playstation-4,Blair Witch,TRD,BLOOBER TEAM NA,2019-12-11,blair-witch-ps4-tr,https://shope.ee/600QxVoKPZ,0,259,6,51.8,1
65,2023-11-01,"The Long Reach takes place in New Hampshire, in the fictional town of Baervox. The game draws its inspiration from Lone Survivor and The Cave and all the classical adventures (except that The Long Reach is set in the present day). You don't play in a post-apocalyptic world or explore a fairy-filled fantasy world. You’re in the thick of it, just around the corner from the place where you buy your groceries. 1 player 600MB minimum save size HD Video Output 720p,1080p Download of this product is subject to the PlayStation Network Terms of Service and our Software Usage Terms plus any specific additional conditions applying to this product. If you do not wish to accept these terms, do not download this product. See Terms of Service for more important information. One-time licence fee to download to multiple PS4 systems. Sign in to PlayStation Network is not required to use this on your primary PS4, but is required for use on other PS4 systems. See Health Warnings for important health information before using this product. Library programs ©Sony Interactive Entertainment Inc. exclusively licensed to Sony Interactive Entertainment Europe. Software Usage Terms apply, See eu.playstation.com/legal for full usage rights. The Long Reach developed by Painted Black Games, published by Merge Games Ltd. © 2018. The Long Reach and Painted Black Games are trademarks or registered trademarks of Painted Black Games. Merge Games is a trademark or registered trademark of Merge Games Ltd. All other trademarks, copyrights and logos are property of their respective owners.",2023-10-17,/game/54166,https://image.api.playstation.com/cdn/EP1121/CUSA08747_00/T9gNOtW3AR5iSKyZyntz5KkrC5yn669c.png?w=200,3,Playstation,https://store.playstation.com/en-tr/product/EP1121-CUSA08747_00-THELONGREACHEU01,https://www.youtube.com/watch?v=wvrNZoFCbes,90%,3,"Action, Adventure, Horror",12.9,https://image.api.playstation.com/cdn/EP1121/CUSA08747_00/T9gNOtW3AR5iSKyZyntz5KkrC5yn669c.png,https://www.metacritic.com/game/the-long-reach/critic-reviews/?platform=playstation-4,The Long Reach,TRD,MERGE GAMES.LIMITED,2018-03-14,the-long-reach-ps4-tr,https://shope.ee/7pS59IoVv6,0,129,3,12.9,1
